ID,Name,Cadre,Reference_Value,Qualification,Subject,Category_of_Subject,Division,Source
BH010400,Shri Arun Prasad,Bihar,2,P.G.,English Lit,Languages and Fine Arts,Ordinary,Supremo
GJ005000,Shri H K Khan,Gujarat,0,Graduate,Economics,Social Science and Liberal Arts,Second,Supremo
GJ005100,Shri H R Patankar,Gujarat,0,Graduate,Economics,Social Science and Liberal Arts,Second,Supremo
GJ005100,Shri H R Patankar,Gujarat,1,P.G.,Economics,Social Science and Liberal Arts,Second,Supremo
UP018500,Shri S Sharma,Uttar Pradesh,0,Certificate,Local Self Govt,"Governance, Law and Management",Ordinary,Supremo
UP018500,Shri S Sharma,Uttar Pradesh,1,Graduate,Physics,Natural Sciences,First,Supremo
UP018500,Shri S Sharma,Uttar Pradesh,2,P.G.,Physics,Natural Sciences,First,Supremo
WB008800,Shri Ts Broca,West Bengal,0,Graduate,English,Languages and Fine Arts,Ordinary,Supremo
WB008800,Shri Ts Broca,West Bengal,1,P.G.,Economics,Social Science and Liberal Arts,Second,Supremo
WB008800,Shri Ts Broca,West Bengal,2,P.G.,Political Sc.,Social Science and Liberal Arts,Second,Supremo
WB008900,Shri Jk Kohli,West Bengal,0,Graduate,Economics,Social Science and Liberal Arts,Second,Supremo
WB008900,Shri Jk Kohli,West Bengal,1,Graduate,Law,"Governance, Law and Management",First,Supremo
WB009000,Shri Sm Murshed,West Bengal,0,Graduate,Economics,Social Science and Liberal Arts,Ordinary,Supremo
WB009100,Shri Vinayak Misra,West Bengal,0,Graduate,English,Languages and Fine Arts,Second,Supremo
WB009100,Shri Vinayak Misra,West Bengal,1,P.G.,English,Languages and Fine Arts,Second,Supremo
WB009200,Shri Arun Sen,West Bengal,0,Graduate,Law,"Governance, Law and Management",Second,Supremo
WB009200,Shri Arun Sen,West Bengal,1,Graduate,Mathematics,"Engineering, Technology and Mathematics",Second,Supremo
WB009200,Shri Arun Sen,West Bengal,2,P.G.,Political Sc.,Social Science and Liberal Arts,Second,Supremo
KL003200,Ms. P Ramachandran,Kerala,0,Graduate,Economics,Social Science and Liberal Arts,Second,Supremo
KN005800,Shri Nkp Rao,Karnataka,0,Graduate,Mathematics,"Engineering, Technology and Mathematics",Second,Supremo
KN005800,Shri Nkp Rao,Karnataka,1,P.G.,Economics,Social Science and Liberal Arts,Second,Supremo
KN005800,Shri Nkp Rao,Karnataka,2,P.G.,Mathematics,"Engineering, Technology and Mathematics",Second,Supremo
AP008600,Shri P S Krishnan,Andhra Pradesh,0,Graduate,Philosophy,Social Science and Liberal Arts,Second,Supremo
AP008600,Shri P S Krishnan,Andhra Pradesh,1,P.G.,English Lit,Languages and Fine Arts,Second,Supremo
HY003500,Shri Sk Misra,Haryana,0,Graduate,Political Sc.,Social Science and Liberal Arts,Second,Supremo
HY003500,Shri Sk Misra,Haryana,1,P.G.,Political Sc.,Social Science and Liberal Arts,Second,Supremo
KL003300,Shri Pk Umashankar,Kerala,0,Graduate,Geology,Natural Sciences,Second,Supremo
KL003300,Shri Pk Umashankar,Kerala,1,P.G.,Geology,Natural Sciences,First,Supremo
MH009900,Shri Jg Kanga,Maharashtra,0,Graduate,Law,"Governance, Law and Management",Ordinary,Supremo
MH009900,Shri Jg Kanga,Maharashtra,1,Graduate,Political Sc.,Social Science and Liberal Arts,First,Supremo
MH009900,Shri Jg Kanga,Maharashtra,2,P.G.,Economics,Social Science and Liberal Arts,Ordinary,Supremo
MP009900,Shri An Varma,Madhya Pradesh,0,Graduate,English Lit,Languages and Fine Arts,First,Supremo
MP009900,Shri An Varma,Madhya Pradesh,1,P.G.,English Lit,Languages and Fine Arts,Second,Supremo
PB003700,Shri P H Vaishnav,Punjab,0,Graduate,Economics,Social Science and Liberal Arts,Second,Supremo
PB003700,Shri P H Vaishnav,Punjab,1,P.G.,Economics,Social Science and Liberal Arts,First,Supremo
RJ006800,Shri Naresh Chandra,Rajasthan,0,Graduate,Physics,Natural Sciences,First,Supremo
RJ006800,Shri Naresh Chandra,Rajasthan,1,P.G.,Mathematics,"Engineering, Technology and Mathematics",First,Supremo
TN006700,Shri A Padamnabhan,Tamil Nadu,0,Graduate,Economics,Social Science and Liberal Arts,Second,Supremo
TN006700,Shri A Padamnabhan,Tamil Nadu,1,P.G.,Economics,Social Science and Liberal Arts,Second,Supremo
UP018400,Shri M Vardarajan,Uttar Pradesh,0,Graduate,Economics,Social Science and Liberal Arts,First,Supremo
UP018400,Shri M Vardarajan,Uttar Pradesh,1,Graduate,Law,"Governance, Law and Management",Second,Supremo
UP018600,Shri Sn Acharya,Uttar Pradesh,0,Graduate,Physics,Natural Sciences,First,Supremo
UP018600,Shri Sn Acharya,Uttar Pradesh,1,P.G.,Mathematics,"Engineering, Technology and Mathematics",Third,Supremo
WB008700,Shri Tc Dutt,West Bengal,0,Graduate,Economics,Social Science and Liberal Arts,First,Supremo
WB008700,Shri Tc Dutt,West Bengal,1,Graduate,Law,"Governance, Law and Management",First,Supremo
WB008700,Shri Tc Dutt,West Bengal,2,P.G.,Economics,Social Science and Liberal Arts,First,Supremo
MH009500,Shri Dm Sukthankar,Maharashtra,0,Graduate,Commerce,Finance,Second,Supremo
MH009500,Shri Dm Sukthankar,Maharashtra,1,P.G.,Commerce,Finance,Second,Supremo
MH009600,Shri Ss Tinaikar,Maharashtra,0,Graduate,Philosophy,Social Science and Liberal Arts,Second,Supremo
MH009600,Shri Ss Tinaikar,Maharashtra,1,P.G.,Philosophy,Social Science and Liberal Arts,Second,Supremo
MH009700,Shri Pv Nayak,Maharashtra,0,Graduate,Commerce,Finance,First,Supremo
MH009800,Shri Kb Srinivasan,Maharashtra,0,Graduate,Law,"Governance, Law and Management",Third,Supremo
MH009800,Shri Kb Srinivasan,Maharashtra,1,Graduate,Political Sc.,Social Science and Liberal Arts,First,Supremo
MP010000,Shri Rp Kapoor,Madhya Pradesh,0,Graduate,Mathematics,"Engineering, Technology and Mathematics",First,Supremo
MP010000,Shri Rp Kapoor,Madhya Pradesh,1,P.G.,Mathematics,"Engineering, Technology and Mathematics",First,Supremo
MP010100,Shri Rk Tikku,Madhya Pradesh,0,P.G.,Political Sc.,Social Science and Liberal Arts,Second,Supremo
MP010400,Dr. Iswar Das,Madhya Pradesh,0,Graduate,Chemistry,Natural Sciences,First,Supremo
MP010400,Dr. Iswar Das,Madhya Pradesh,1,P.G.,Chemistry,Natural Sciences,First,Supremo
MP010400,Dr. Iswar Das,Madhya Pradesh,2,Ph. D.,Chemistry,Natural Sciences,Ordinary,Supremo
MP010600,Shri Bj Heerjee,Madhya Pradesh,0,Graduate,Economics,Social Science and Liberal Arts,Second,Supremo
MP010700,Shri Suresh Mathur,Madhya Pradesh,0,Graduate,Botany,Natural Sciences,Second,Supremo
MP010700,Shri Suresh Mathur,Madhya Pradesh,1,P.G.,Botany,Natural Sciences,Third,Supremo
MP010800,Shri Pn Abbi,Madhya Pradesh,0,Graduate,History,Social Science and Liberal Arts,Second,Supremo
MP010800,Shri Pn Abbi,Madhya Pradesh,1,P.G.,English Lit,Languages and Fine Arts,Second,Supremo
OR006600,Shri Bhupinder Singh,Odisha,0,Graduate,Geology,Natural Sciences,First,Supremo
OR006600,Shri Bhupinder Singh,Odisha,1,P.G.,Geology,Natural Sciences,Ordinary,Supremo
PB003600,Shri K D Vasudeva,Punjab,0,Graduate,English,Languages and Fine Arts,First,Supremo
PB003600,Shri K D Vasudeva,Punjab,1,P.G.,English,Languages and Fine Arts,Second,Supremo
RJ006900,Shri Vbl Mathur,Rajasthan,0,Graduate,English Lit,Languages and Fine Arts,First,Supremo
RJ006900,Shri Vbl Mathur,Rajasthan,1,P.G.,English Lit,Languages and Fine Arts,Second,Supremo
RJ007000,Shri Tej Kumar,Rajasthan,0,Graduate,English,Languages and Fine Arts,First,Supremo
RJ007000,Shri Tej Kumar,Rajasthan,1,Graduate,Physics,Natural Sciences,First,Supremo
RJ007000,Shri Tej Kumar,Rajasthan,2,P.G.,Physics,Natural Sciences,First,Supremo
RJ007100,Shri Hs Ramani,Rajasthan,0,Certificate,Hindi,Languages and Fine Arts,Second,Supremo
RJ007100,Shri Hs Ramani,Rajasthan,1,Graduate,Economics,Social Science and Liberal Arts,Second,Supremo
RJ007100,Shri Hs Ramani,Rajasthan,2,P.G.,Economics,Social Science and Liberal Arts,Second,Supremo
TN006900,Shri Mm Rajendran,Tamil Nadu,0,Graduate,Physics,Natural Sciences,First,Supremo
TN007000,Shri P Murari,Tamil Nadu,0,P.G.,Economics,Social Science and Liberal Arts,Second,Supremo
TN007000,Shri P Murari,Tamil Nadu,1,P.G.,Political Sc.,Social Science and Liberal Arts,Ordinary,Supremo
TN007400,Shri Kml Chhabra,Tamil Nadu,0,Graduate,English,Languages and Fine Arts,Second,Supremo
TN007400,Shri Kml Chhabra,Tamil Nadu,1,P.G.,Economics,Social Science and Liberal Arts,Second,Supremo
TN007600,Shri B V Raghavan,Tamil Nadu,0,Graduate,Economics,Social Science and Liberal Arts,Second,Supremo
TN007600,Shri B V Raghavan,Tamil Nadu,1,P.G.,Economics,Social Science and Liberal Arts,Third,Supremo
TN007700,Shri Badrinath,Tamil Nadu,0,Graduate,Philosophy,Social Science and Liberal Arts,Second,Supremo
TN007700,Shri Badrinath,Tamil Nadu,1,Graduate,Psychology,Social Science and Liberal Arts,Ordinary,Supremo
AP009300,Shri Sr Sankaran,Andhra Pradesh,0,Graduate,Commerce,Finance,First,Supremo
AP009400,Shri Tl Shankar,Andhra Pradesh,0,P.G.,Chemistry,Natural Sciences,Second,Supremo
AP009400,Shri Tl Shankar,Andhra Pradesh,1,P.G.,Development Economics,Social Science and Liberal Arts,First,Supremo
AP009400,Shri Tl Shankar,Andhra Pradesh,2,P.G.,Physical Chem,Natural Sciences,Second,Supremo
AP009500,Shri Diljeet Aurora,Andhra Pradesh,0,Graduate,History,Social Science and Liberal Arts,Second,Supremo
AP009500,Shri Diljeet Aurora,Andhra Pradesh,1,P.G.,History,Social Science and Liberal Arts,First,Supremo
AP009600,Shri S Bhandarkar,Andhra Pradesh,0,Graduate,Economics,Social Science and Liberal Arts,Second,Supremo
AP009600,Shri S Bhandarkar,Andhra Pradesh,1,P.G.,Economics,Social Science and Liberal Arts,Second,Supremo
AP009700,Shri Sushil Kumar,Andhra Pradesh,0,Graduate,Chemistry,Natural Sciences,Second,Supremo
AP009700,Shri Sushil Kumar,Andhra Pradesh,1,P.G.,Chemistry,Natural Sciences,Second,Supremo
AP009800,Shri Ramesh Grover,Andhra Pradesh,0,Graduate,Economics,Social Science and Liberal Arts,Second,Supremo
AP009800,Shri Ramesh Grover,Andhra Pradesh,1,P.G.,Economics,Social Science and Liberal Arts,Second,Supremo
AP009900,Shri P Sitapati,Andhra Pradesh,0,Graduate,Chemistry,Natural Sciences,First,Supremo
AP009900,Shri P Sitapati,Andhra Pradesh,1,P.G.,Business Admn.,"Governance, Law and Management",Ordinary,Supremo
AP009900,Shri P Sitapati,Andhra Pradesh,2,P.G.,Political Sc.,Social Science and Liberal Arts,Second,Supremo
BH011400,Shri A U Sarma,Bihar,0,Graduate,Philosophy,Social Science and Liberal Arts,First,Supremo
BH011600,Shri R C Arora,Bihar,0,Graduate,Civil Engg,"Engineering, Technology and Mathematics",First,Supremo
BH011600,Shri R C Arora,Bihar,1,P.G.,Public Admn,"Governance, Law and Management",First,Supremo
BH011700,Shri Sn Saigal,Bihar,0,Diploma,Economic Dev.,Social Science and Liberal Arts,Ordinary,Supremo
BH011700,Shri Sn Saigal,Bihar,1,Graduate,Economics,Social Science and Liberal Arts,Second,Supremo
BH011700,Shri Sn Saigal,Bihar,2,P.G.,Economics,Social Science and Liberal Arts,First,Supremo
BH011800,Shri K Prasad,Bihar,0,Graduate,Political Sc.,Social Science and Liberal Arts,First,Supremo
BH011800,Shri K Prasad,Bihar,1,P.G.,Political Sc.,Social Science and Liberal Arts,First,Supremo
BH011900,Shri S P Shukla,Bihar,0,Graduate,Economics,Social Science and Liberal Arts,Second,Supremo
BH011900,Shri S P Shukla,Bihar,1,P.G.,Economics,Social Science and Liberal Arts,Second,Supremo
BH012000,Shri Suresh Kumar,Bihar,0,Graduate,Physics,Natural Sciences,First,Supremo
BH012000,Shri Suresh Kumar,Bihar,1,P.G.,History,Social Science and Liberal Arts,Second,Supremo
BH012200,Shri G S Grewal,Bihar,0,Graduate,Economics,Social Science and Liberal Arts,Second,Supremo
BH012200,Shri G S Grewal,Bihar,1,P.G.,Economics,Social Science and Liberal Arts,Third,Supremo
GJ006100,Shri B T Trivedi,Gujarat,0,Graduate,History,Social Science and Liberal Arts,First,Supremo
GJ006100,Shri B T Trivedi,Gujarat,1,Graduate,Law,"Governance, Law and Management",Second,Supremo
UP018900,Shri Gk Arora,Uttar Pradesh,0,Diploma,Public Admn,"Governance, Law and Management",Ordinary,Supremo
UP018900,Shri Gk Arora,Uttar Pradesh,1,Graduate,English Lit,Languages and Fine Arts,First,Supremo
UP018900,Shri Gk Arora,Uttar Pradesh,2,P.G.,History,Social Science and Liberal Arts,First,Supremo
UP019000,Shri Mahesh Prasad,Uttar Pradesh,0,Certificate,Economics,Social Science and Liberal Arts,First,Supremo
UP019000,Shri Mahesh Prasad,Uttar Pradesh,1,Graduate,Mathematics,"Engineering, Technology and Mathematics",First,Supremo
UP019000,Shri Mahesh Prasad,Uttar Pradesh,2,Graduate,Sanskrit,Languages and Fine Arts,First,Supremo
UP019000,Shri Mahesh Prasad,Uttar Pradesh,3,P.G.,Sanskrit,Languages and Fine Arts,First,Supremo
UP019100,Shri R Venkatanaryan,Uttar Pradesh,0,Graduate,Electrical Engg.,"Engineering, Technology and Mathematics",First,Supremo
UP019200,Shri An Segal,Uttar Pradesh,0,Graduate,English,Languages and Fine Arts,Second,Supremo
UP019200,Shri An Segal,Uttar Pradesh,1,P.G.,English Lit,Languages and Fine Arts,Second,Supremo
UP019300,Shri Nm Majumdar,Uttar Pradesh,0,Graduate,Commerce,Finance,Second,Supremo
UP019300,Shri Nm Majumdar,Uttar Pradesh,1,P.G.,Commerce,Finance,Third,Supremo
UP019400,Shri Rd Sonker,Uttar Pradesh,0,Graduate,English,Languages and Fine Arts,Second,Supremo
UP019400,Shri Rd Sonker,Uttar Pradesh,1,P.G.,Philosophy,Social Science and Liberal Arts,Second,Supremo
WB009600,Shri Prb Subramanian,West Bengal,0,Graduate,Economics,Social Science and Liberal Arts,First,Supremo
WB009800,Dr. Nk Sengupta,West Bengal,0,Certificate,Public Admn,"Governance, Law and Management",Ordinary,Supremo
WB009800,Dr. Nk Sengupta,West Bengal,1,Graduate,History,Social Science and Liberal Arts,First,Supremo
WB009800,Dr. Nk Sengupta,West Bengal,2,P.G.,History,Social Science and Liberal Arts,First,Supremo
WB009800,Dr. Nk Sengupta,West Bengal,3,Ph. D.,Management,"Engineering, Technology and Mathematics",Ordinary,Supremo
WB009900,Shri Crg Majumdar,West Bengal,0,Graduate,Physics,Natural Sciences,Ordinary,Supremo
WB010000,Shri Sp Mallik,West Bengal,0,Graduate,History,Social Science and Liberal Arts,Second,Supremo
WB010000,Shri Sp Mallik,West Bengal,1,Graduate,Law,"Governance, Law and Management",Second,Supremo
WB010000,Shri Sp Mallik,West Bengal,2,P.G.,History,Social Science and Liberal Arts,Second,Supremo
HP000900,Shri Pk Mattoo,Himachal Pradesh,0,Graduate,Electrical Engg.,"Engineering, Technology and Mathematics",First,Supremo
HP000900,Shri Pk Mattoo,Himachal Pradesh,1,Graduate,English Lit,Languages and Fine Arts,First,Supremo
KL003600,Shri Pm Abraham,Kerala,0,Graduate,Economics,Social Science and Liberal Arts,Second,Supremo
KL003600,Shri Pm Abraham,Kerala,1,Graduate,Law,"Governance, Law and Management",Ordinary,Supremo
KL003700,Shri Mgk Nair,Kerala,0,Graduate,History,Social Science and Liberal Arts,First,Supremo
KL003700,Shri Mgk Nair,Kerala,1,P.G.,Economics,Social Science and Liberal Arts,First,Supremo
KL003900,Shri N Kaleeswaran,Kerala,0,Graduate,Economics,Social Science and Liberal Arts,Second,Supremo
KL004100,Shri Zacharia Mathew,Kerala,0,Graduate,Mathematics,"Engineering, Technology and Mathematics",First,Supremo
KN006000,Shri Sk Warrior,Karnataka,0,Certificate,Chemistry,Natural Sciences,Ordinary,Supremo
KN006000,Shri Sk Warrior,Karnataka,1,Graduate,Chemistry,Natural Sciences,Second,Supremo
KN006000,Shri Sk Warrior,Karnataka,2,Graduate,Food Technology,"Engineering, Technology and Mathematics",Second,Supremo
KN006100,Shri Ms Narayanan,Karnataka,0,Diploma,Statistics,"Engineering, Technology and Mathematics",Ordinary,Supremo
KN006100,Shri Ms Narayanan,Karnataka,1,P.G.,Economics,Social Science and Liberal Arts,Second,Supremo
KN006300,Shri T P Issar,Karnataka,0,Graduate,Political Sc.,Social Science and Liberal Arts,Second,Supremo
KN006300,Shri T P Issar,Karnataka,1,P.G.,English,Languages and Fine Arts,First,Supremo
BH011500,Shri J C Jetli,Bihar,0,Graduate,Chemistry,Natural Sciences,Second,Supremo
BH011500,Shri J C Jetli,Bihar,1,Graduate,Law,"Governance, Law and Management",First,Supremo
BH011500,Shri J C Jetli,Bihar,2,P.G.,History,Social Science and Liberal Arts,Ordinary,Supremo
BH011500,Shri J C Jetli,Bihar,3,P.G.,Political Sc.,Social Science and Liberal Arts,Second,Supremo
KL003800,Shri S Padmakumar,Kerala,0,Graduate,Economics,Social Science and Liberal Arts,First,Supremo
KL003800,Shri S Padmakumar,Kerala,1,P.G.,Economics,Social Science and Liberal Arts,Second,Supremo
RJ007800,Shri R Ramakrishna,Rajasthan,0,Diploma,Statistics,"Engineering, Technology and Mathematics",Ordinary,Supremo
RJ007800,Shri R Ramakrishna,Rajasthan,1,Graduate,Law,"Governance, Law and Management",Third,Supremo
RJ007800,Shri R Ramakrishna,Rajasthan,2,P.G.,Economics,Social Science and Liberal Arts,Second,Supremo
TN007300,Shri Dk Oza,Tamil Nadu,0,Graduate,Economics,Social Science and Liberal Arts,Second,Supremo
MH010000,Shri S Rajgopal,Maharashtra,0,Graduate,Mathematics,"Engineering, Technology and Mathematics",Third,Supremo
MH010000,Shri S Rajgopal,Maharashtra,1,P.G.,History,Social Science and Liberal Arts,Second,Supremo
MH010200,Shri V Srinivasan,Maharashtra,0,Diploma,Economics,Social Science and Liberal Arts,Ordinary,Supremo
MH010200,Shri V Srinivasan,Maharashtra,1,Graduate,Chemical Engg,"Engineering, Technology and Mathematics",First,Supremo
MH010200,Shri V Srinivasan,Maharashtra,2,Graduate,Chemistry,Natural Sciences,First,Supremo
MP011000,Shri Sk Sarkar,Madhya Pradesh,0,Graduate,History,Social Science and Liberal Arts,First,Supremo
MP011000,Shri Sk Sarkar,Madhya Pradesh,1,Graduate,Law,"Governance, Law and Management",First,Supremo
MP011000,Shri Sk Sarkar,Madhya Pradesh,2,P.G.,History,Social Science and Liberal Arts,First,Supremo
MP011100,Shri Vk Malik,Madhya Pradesh,0,Graduate,English Lit,Languages and Fine Arts,Third,Supremo
MP011100,Shri Vk Malik,Madhya Pradesh,1,P.G.,English,Languages and Fine Arts,Second,Supremo
MP011500,Shri Manish Bahl,Madhya Pradesh,0,Graduate,Chemistry,Natural Sciences,Second,Supremo
MP011500,Shri Manish Bahl,Madhya Pradesh,1,P.G.,History,Social Science and Liberal Arts,Second,Supremo
MP011600,Shri Dg Bhave,Madhya Pradesh,0,Graduate,English,Languages and Fine Arts,Ordinary,Supremo
MP011600,Shri Dg Bhave,Madhya Pradesh,1,P.G.,English,Languages and Fine Arts,Ordinary,Supremo
MP011700,Shri Dy Manawar,Madhya Pradesh,0,Graduate,Mathematics,"Engineering, Technology and Mathematics",Second,Supremo
MP011800,Shri Ak Pandya,Madhya Pradesh,0,Graduate,Economics,Social Science and Liberal Arts,Second,Supremo
MP011800,Shri Ak Pandya,Madhya Pradesh,1,P.G.,History,Social Science and Liberal Arts,Second,Supremo
OR006900,Shri Ak Ray,Odisha,0,Graduate,Chemistry,Natural Sciences,Ordinary,Supremo
OR006900,Shri Ak Ray,Odisha,1,Graduate,Law,"Governance, Law and Management",Second,Supremo
OR007000,Shri Rk Rath,Odisha,0,Graduate,English Lit,Languages and Fine Arts,Second,Supremo
OR007000,Shri Rk Rath,Odisha,1,P.G.,English Lit,Languages and Fine Arts,Second,Supremo
OR007100,Shri Rk Mishra,Odisha,0,Certificate,Rural Economics,Social Science and Liberal Arts,Ordinary,Supremo
OR007100,Shri Rk Mishra,Odisha,1,Graduate,Economics,Social Science and Liberal Arts,Second,Supremo
OR007100,Shri Rk Mishra,Odisha,2,P.G.,Political Sc.,Social Science and Liberal Arts,First,Supremo
PB003800,Shri B B Mahajan,Punjab,0,Graduate,Economics,Social Science and Liberal Arts,Second,Supremo
PB003800,Shri B B Mahajan,Punjab,1,P.G.,Economics,Social Science and Liberal Arts,First,Supremo
PB003900,Shri R C Kapila,Punjab,0,Graduate,English,Languages and Fine Arts,First,Supremo
PB003900,Shri R C Kapila,Punjab,1,P.G.,English,Languages and Fine Arts,Second,Supremo
PB004000,Shri R P Ojha,Punjab,0,Graduate,Economics,Social Science and Liberal Arts,First,Supremo
PB004000,Shri R P Ojha,Punjab,1,P.G.,Economics,Social Science and Liberal Arts,Second,Supremo
RJ007700,Shri Anil Bordia,Rajasthan,0,Graduate,History,Social Science and Liberal Arts,Second,Supremo
RJ007700,Shri Anil Bordia,Rajasthan,1,P.G.,History,Social Science and Liberal Arts,First,Supremo
RJ007900,Shri Rj Majithia,Rajasthan,0,Graduate,Commerce,Finance,Second,Supremo
RJ008000,Shri Pn Bahl,Rajasthan,0,Graduate,History,Social Science and Liberal Arts,Second,Supremo
RJ008000,Shri Pn Bahl,Rajasthan,1,P.G.,History,Social Science and Liberal Arts,Second,Supremo
RJ008100,Shri Dn Prasad,Rajasthan,0,Graduate,Economics,Social Science and Liberal Arts,Third,Supremo
RJ008100,Shri Dn Prasad,Rajasthan,1,P.G.,Development Economics,Social Science and Liberal Arts,Ordinary,Supremo
RJ008100,Shri Dn Prasad,Rajasthan,2,P.G.,Economics,Social Science and Liberal Arts,First,Supremo
RJ008200,Shri Sp Vishnoi,Rajasthan,0,Graduate,Physics,Natural Sciences,First,Supremo
RJ008200,Shri Sp Vishnoi,Rajasthan,1,P.G.,Mathematics,"Engineering, Technology and Mathematics",First,Supremo
RJ008300,Shri Bn Dhoundiyal,Rajasthan,0,Graduate,Hindi,Languages and Fine Arts,Second,Supremo
