ID,Name,Cadre,Reference_Value,Qualification,Subject,Division,Source,Category_of_Subject
KN014800,Dr.(Ms.) Malti Das,Karnataka,2,P.G.,Political Sc.,Ordinary,Supremo,Social Science and Liberal Arts
KN014800,Dr.(Ms.) Malti Das,Karnataka,3,Ph. D.,Political Sc.,Ordinary,Supremo,Social Science and Liberal Arts
KN015000,Shri S K Das,Karnataka,0,Graduate,Political Sc.,First,Supremo,Social Science and Liberal Arts
KN015000,Shri S K Das,Karnataka,1,P.G.,Development Economics,Ordinary,Supremo,Social Science and Liberal Arts
KN015000,Shri S K Das,Karnataka,2,P.G.,Political Sc.,First,Supremo,Social Science and Liberal Arts
KN015100,Shri A K Agarwal,Karnataka,0,Graduate,Physics,Third,Supremo,Natural Sciences
KN015100,Shri A K Agarwal,Karnataka,1,P.G.,English,Second,Supremo,Languages and Fine Arts
KN015200,Dr. Jagnarayan N Chaubey,Karnataka,0,Graduate,Physics,First,Supremo,Natural Sciences
KN015200,Dr. Jagnarayan N Chaubey,Karnataka,1,P.G.,Development Economics,Ordinary,Supremo,Social Science and Liberal Arts
KN015200,Dr. Jagnarayan N Chaubey,Karnataka,2,P.G.,Physics,First,Supremo,Natural Sciences
KN015200,Dr. Jagnarayan N Chaubey,Karnataka,3,Ph. D.,Economics,Ordinary,Supremo,Social Science and Liberal Arts
KN015300,Shri Abhay Prakash,Karnataka,0,Graduate,Mech.engg.,First,Supremo,"Engineering, Technology and Mathematics"
KN015300,Shri Abhay Prakash,Karnataka,1,P.G.,Mech.engg.,First,Supremo,"Engineering, Technology and Mathematics"
KN015400,Shri Gautam Basu,Karnataka,0,Graduate,English Lit,Second,Supremo,Languages and Fine Arts
KN015500,Shri Ck Neelakantaraj,Karnataka,0,P.G.,History,Second,Supremo,Social Science and Liberal Arts
KN015506,Shri Sr Vijay,Karnataka,0,Graduate,Economics,Third,Supremo,Social Science and Liberal Arts
KN015506,Shri Sr Vijay,Karnataka,1,P.G.,Indl.economics,Second,Supremo,Social Science and Liberal Arts
KN015509,Shri Vkp Gowda,Karnataka,0,Graduate,Psychology,Second,Supremo,Social Science and Liberal Arts
KN015509,Shri Vkp Gowda,Karnataka,1,P.G.,Psychology,Second,Supremo,Social Science and Liberal Arts
KN015510,Shri Malpe Jayaraj,Karnataka,0,Diploma,Refrigeration,Ordinary,Supremo,"Engineering, Technology and Mathematics"
KN015510,Shri Malpe Jayaraj,Karnataka,1,Graduate,Electrical Engg.,Ordinary,Supremo,"Engineering, Technology and Mathematics"
KN015511,Shri M Arya Mitra,Karnataka,0,Graduate,Law,Ordinary,Supremo,"Governance, Law and Management"
KN015511,Shri M Arya Mitra,Karnataka,1,Graduate,N.A.,Ordinary,Supremo,N.A.
KN015512,Shri C S Mallaiah,Karnataka,0,Graduate,English,Ordinary,Supremo,Languages and Fine Arts
WB019200,Shri Tapas Kumar Bose,West Bengal,0,Diploma,Human Res Mngmt,First,Supremo,"Governance, Law and Management"
WB019200,Shri Tapas Kumar Bose,West Bengal,1,Graduate,English,Second,Supremo,Languages and Fine Arts
WB019200,Shri Tapas Kumar Bose,West Bengal,2,PG Diploma,Public Admn,First,Supremo,"Governance, Law and Management"
WB019300,Shri Arun Kumar Bhattacharyya,West Bengal,0,Graduate,Geology,Second,Supremo,Natural Sciences
WB019300,Shri Arun Kumar Bhattacharyya,West Bengal,1,P.G.,Geology,First,Supremo,Natural Sciences
WB019400,Shri Naresh Chaturvedi,West Bengal,0,Diploma,German,Ordinary,Supremo,Languages and Fine Arts
WB019400,Shri Naresh Chaturvedi,West Bengal,1,Graduate,Chemistry,First,Supremo,Natural Sciences
WB019400,Shri Naresh Chaturvedi,West Bengal,2,Graduate,Law,Second,Supremo,"Governance, Law and Management"
WB019400,Shri Naresh Chaturvedi,West Bengal,3,P.G.,Physics,First,Supremo,Natural Sciences
WB019500,Shri Polavaram Vanamali,West Bengal,0,Graduate,Botany,Third,Supremo,Natural Sciences
WB019500,Shri Polavaram Vanamali,West Bengal,1,P.G.,English Lit,Second,Supremo,Languages and Fine Arts
WB019500,Shri Polavaram Vanamali,West Bengal,2,P.G.,Political Sc.,Second,Supremo,Social Science and Liberal Arts
BH021201,Shri J K Dutta,Bihar,0,Graduate,History,Third,Supremo,Social Science and Liberal Arts
BH021201,Shri J K Dutta,Bihar,1,PG Diploma,Public Admn,First,Supremo,"Governance, Law and Management"
KN015508,Shri Hk Shivananda,Karnataka,0,Graduate,Economics,Second,Supremo,Social Science and Liberal Arts
KN015508,Shri Hk Shivananda,Karnataka,1,P.G.,Economics,First,Supremo,Social Science and Liberal Arts
MH023600,Dr. S V Joshi,Maharashtra,0,Graduate,Physics,Second,Supremo,Natural Sciences
MH023600,Dr. S V Joshi,Maharashtra,1,P.G.,Chemistry,First,Supremo,Natural Sciences
MH023600,Dr. S V Joshi,Maharashtra,2,Ph. D.,Organic Chemistry,Ordinary,Supremo,Natural Sciences
MP023515,Dr. Km Saran,Madhya Pradesh,0,Graduate,Commerce,Second,Supremo,Finance
MP023515,Dr. Km Saran,Madhya Pradesh,1,P.G.,Commerce,Second,Supremo,Finance
MP023515,Dr. Km Saran,Madhya Pradesh,2,Ph. D.,Indus Relations,Ordinary,Supremo,"Governance, Law and Management"
TN016800,Ms. Yasmin Ahmed,Tamil Nadu,0,Graduate,English Lit,Second,Supremo,Languages and Fine Arts
TN016800,Ms. Yasmin Ahmed,Tamil Nadu,1,P.G.,English Lit,Second,Supremo,Languages and Fine Arts
UP030500,Shri Vinod Kumar Malhotra,Uttar Pradesh,0,Graduate,English,Second,Supremo,Languages and Fine Arts
UP030500,Shri Vinod Kumar Malhotra,Uttar Pradesh,1,P.G.,Economics,Second,Supremo,Social Science and Liberal Arts
UP030500,Shri Vinod Kumar Malhotra,Uttar Pradesh,2,P.G.,English,Second,Supremo,Languages and Fine Arts
MH023300,Shri A Das Gupta,Maharashtra,0,Graduate,Physics,First,Supremo,Natural Sciences
MH023300,Shri A Das Gupta,Maharashtra,1,P.G.,Physics,First,Supremo,Natural Sciences
MH023400,Shri A K D Jadhav,Maharashtra,0,Graduate,English,Third,Supremo,Languages and Fine Arts
MH023400,Shri A K D Jadhav,Maharashtra,1,P.G.,Dev Adm,Ordinary,Supremo,"Governance, Law and Management"
MH023400,Shri A K D Jadhav,Maharashtra,2,P.G.,History,Second,Supremo,Social Science and Liberal Arts
MH023500,Shri Ss Sohoni,Maharashtra,0,Graduate,History,Second,Supremo,Social Science and Liberal Arts
MH023500,Shri Ss Sohoni,Maharashtra,1,P.G.,History,Second,Supremo,Social Science and Liberal Arts
MH023700,Shri Suresh Chandra,Maharashtra,0,Graduate,Commerce,Second,Supremo,Finance
MH023700,Shri Suresh Chandra,Maharashtra,1,Graduate,Law,First,Supremo,"Governance, Law and Management"
MH023700,Shri Suresh Chandra,Maharashtra,2,P.G.,Commerce,First,Supremo,Finance
MH023800,Shri A P Sinha,Maharashtra,0,Graduate,History (hons),Second,Supremo,Social Science and Liberal Arts
MH023800,Shri A P Sinha,Maharashtra,1,Graduate,Law,Second,Supremo,"Governance, Law and Management"
MH023800,Shri A P Sinha,Maharashtra,2,P.G.,History,Second,Supremo,Social Science and Liberal Arts
MH023800,Shri A P Sinha,Maharashtra,3,P.G.,Social Planning,Ordinary,Supremo,"Governance, Law and Management"
MH023900,Dr. D K Sankaran,Maharashtra,0,Graduate,Economics,Second,Supremo,Social Science and Liberal Arts
MH023900,Dr. D K Sankaran,Maharashtra,1,P.G.,Economics,First,Supremo,Social Science and Liberal Arts
MH023900,Dr. D K Sankaran,Maharashtra,2,P.G.,Political Sc.,Ordinary,Supremo,Social Science and Liberal Arts
MH023900,Dr. D K Sankaran,Maharashtra,3,Ph. D.,Political Sc.,Ordinary,Supremo,Social Science and Liberal Arts
MH024000,Shri V M Lal,Maharashtra,0,Graduate,Law,First,Supremo,"Governance, Law and Management"
MH024000,Shri V M Lal,Maharashtra,1,Graduate,Mathematics,First,Supremo,"Engineering, Technology and Mathematics"
MH024000,Shri V M Lal,Maharashtra,2,P.G.,Mathematics,First,Supremo,"Engineering, Technology and Mathematics"
MH024100,Shri Pk Melville Roy,Maharashtra,0,Graduate,Physics,Second,Supremo,Natural Sciences
MH024100,Shri Pk Melville Roy,Maharashtra,1,P.G.,Economics,Ordinary,Supremo,Social Science and Liberal Arts
MP022800,Shri Lalit Kumar Joshi,Madhya Pradesh,0,Graduate,Physics,First,Supremo,Natural Sciences
MP022800,Shri Lalit Kumar Joshi,Madhya Pradesh,1,P.G.,History,First,Supremo,Social Science and Liberal Arts
MP022800,Shri Lalit Kumar Joshi,Madhya Pradesh,2,P.G.,Physics,First,Supremo,Natural Sciences
MP022900,Shri K Shankar Narayanan,Madhya Pradesh,0,Graduate,Physics,First,Supremo,Natural Sciences
MP022900,Shri K Shankar Narayanan,Madhya Pradesh,1,P.G.,Physics,First,Supremo,Natural Sciences
MP023000,Shri Manoj Kumar,Madhya Pradesh,0,Graduate,Physics,Second,Supremo,Natural Sciences
MP023000,Shri Manoj Kumar,Madhya Pradesh,1,P.G.,Physics,First,Supremo,Natural Sciences
MP023100,Shri Vijay Singh,Madhya Pradesh,0,Graduate,History,Second,Supremo,Social Science and Liberal Arts
MP023100,Shri Vijay Singh,Madhya Pradesh,1,P.G.,History,Second,Supremo,Social Science and Liberal Arts
MP023300,Shri S Subramaniam Laxminarayanan,Madhya Pradesh,0,Graduate,Mathematics,Second,Supremo,"Engineering, Technology and Mathematics"
MP023504,Shri Ps Mehta,Madhya Pradesh,0,Graduate,Law,Second,Supremo,"Governance, Law and Management"
MP023504,Shri Ps Mehta,Madhya Pradesh,1,P.G.,English Lit,Second,Supremo,Languages and Fine Arts
MP023506,Shri Kp Thakur,Madhya Pradesh,0,Graduate,Law,First,Supremo,"Governance, Law and Management"
MP023506,Shri Kp Thakur,Madhya Pradesh,1,Graduate,Mathematics,Second,Supremo,"Engineering, Technology and Mathematics"
MP023506,Shri Kp Thakur,Madhya Pradesh,2,P.G.,Mathematics,Second,Supremo,"Engineering, Technology and Mathematics"
MP023508,Shri Hs Pathak,Madhya Pradesh,0,Graduate,Hindi,First,Supremo,Languages and Fine Arts
MP023508,Shri Hs Pathak,Madhya Pradesh,1,Graduate,Law,Second,Supremo,"Governance, Law and Management"
MP023508,Shri Hs Pathak,Madhya Pradesh,2,P.G.,Hindi,Second,Supremo,Languages and Fine Arts
MP023509,Shri Kk Agarwal,Madhya Pradesh,0,Certificate,Public Admn,Second,Supremo,"Governance, Law and Management"
MP023509,Shri Kk Agarwal,Madhya Pradesh,1,Graduate,English,Third,Supremo,Languages and Fine Arts
MP023509,Shri Kk Agarwal,Madhya Pradesh,2,Graduate,Law,First,Supremo,"Governance, Law and Management"
MP023509,Shri Kk Agarwal,Madhya Pradesh,3,P.G.,Economics,Third,Supremo,Social Science and Liberal Arts
MP023510,Shri Sk Dubey,Madhya Pradesh,0,Graduate,Law,Ordinary,Supremo,"Governance, Law and Management"
MP023510,Shri Sk Dubey,Madhya Pradesh,1,Graduate,Philosophy,Ordinary,Supremo,Social Science and Liberal Arts
MP023514,Shri M Singh,Madhya Pradesh,0,Diploma,Public Admn,Ordinary,Supremo,"Governance, Law and Management"
MP023514,Shri M Singh,Madhya Pradesh,1,Graduate,History,Second,Supremo,Social Science and Liberal Arts
MP023516,Shri Ajit Raizada,Madhya Pradesh,0,Graduate,English Lit,Second,Supremo,Languages and Fine Arts
MP023516,Shri Ajit Raizada,Madhya Pradesh,1,P.G.,Ancient History,First,Supremo,Social Science and Liberal Arts
MP023516,Shri Ajit Raizada,Madhya Pradesh,2,P.G.,Political Sc.,Ordinary,Supremo,Social Science and Liberal Arts
MP023518,Shri Sc Consul,Madhya Pradesh,0,Graduate,English,Second,Supremo,Languages and Fine Arts
MP023518,Shri Sc Consul,Madhya Pradesh,1,Graduate,Law,Second,Supremo,"Governance, Law and Management"
MP023518,Shri Sc Consul,Madhya Pradesh,2,P.G.,Sociology,Second,Supremo,Social Science and Liberal Arts
MT003000,Shri Shanker Lal,Manipur-Tripura,0,Graduate,English,Second,Supremo,Languages and Fine Arts
MT003000,Shri Shanker Lal,Manipur-Tripura,1,P.G.,Geography,Second,Supremo,Social Science and Liberal Arts
MT003004,Shri Tg Singh,Manipur-Tripura,0,Graduate,Economics,Third,Supremo,Social Science and Liberal Arts
MT003006,Shri Wi Singh,Manipur-Tripura,0,Graduate,English,Ordinary,Supremo,Languages and Fine Arts
MT003009,Shri E K Singh,Manipur-Tripura,0,Graduate,Law,Second,Supremo,"Governance, Law and Management"
MT003009,Shri E K Singh,Manipur-Tripura,1,P.G.,Commerce,Second,Supremo,Finance
MT003010,Shri M Tuizar,Manipur-Tripura,0,Graduate,English,Third,Supremo,Languages and Fine Arts
MT003011,Shri Sl Singson,Manipur-Tripura,0,N.A.,Napalese,Ordinary,Supremo,Languages and Fine Arts
MT003012,Shri N Luikham,Manipur-Tripura,0,Graduate,History,Ordinary,Supremo,Social Science and Liberal Arts
MT003400,Shri Naresh Chandra,Manipur-Tripura,0,Graduate,Zoology,Ordinary,Supremo,Natural Sciences
MT003400,Shri Naresh Chandra,Manipur-Tripura,1,P.G.,Anthropology,First,Supremo,Social Science and Liberal Arts
MT003600,Shri Sbk Dev Varman,Manipur-Tripura,0,Graduate,Economics,Ordinary,Supremo,Social Science and Liberal Arts
NL001200,Shri Binod Kumar,Nagaland,0,Graduate,Physics,First with Distinction,Supremo,Natural Sciences
NL001200,Shri Binod Kumar,Nagaland,1,P.G.,Mathematics,First,Supremo,"Engineering, Technology and Mathematics"
NL001201,Shri S B Chettri,Nagaland,0,Graduate,English,Second,Supremo,Languages and Fine Arts
NL001201,Shri S B Chettri,Nagaland,1,P.G.,Law,Second,Supremo,"Governance, Law and Management"
NL001202,Shri A Aier,Nagaland,0,Graduate,Economics,Third,Supremo,Social Science and Liberal Arts
PB010600,Shri Vishwa Nath Ojha,Punjab,0,Graduate,English,Third,Supremo,Languages and Fine Arts
PB010600,Shri Vishwa Nath Ojha,Punjab,1,P.G.,English,Second,Supremo,Languages and Fine Arts
PB010700,Shri Piyush Kanta Verma,Punjab,0,Graduate,English Lit,First,Supremo,Languages and Fine Arts
PB010700,Shri Piyush Kanta Verma,Punjab,1,P.G.,Political Sc.,First,Supremo,Social Science and Liberal Arts
PB010800,Shri Kuldip Kumar Bhatnagar,Punjab,0,Graduate,Chemical Engg,Second,Supremo,"Engineering, Technology and Mathematics"
PB010902,Shri Bharat Raj Bajaj,Punjab,0,Graduate,English,Second,Supremo,Languages and Fine Arts
PB010902,Shri Bharat Raj Bajaj,Punjab,1,P.G.,History,First,Supremo,Social Science and Liberal Arts
RJ014600,Shri Anil Vaish,Rajasthan,0,Graduate,English Lit,First,Supremo,Languages and Fine Arts
RJ014600,Shri Anil Vaish,Rajasthan,1,P.G.,History,Second,Supremo,Social Science and Liberal Arts
RJ014700,Shri Priyadarshi Thakur,Rajasthan,0,Graduate,History,First,Supremo,Social Science and Liberal Arts
RJ014700,Shri Priyadarshi Thakur,Rajasthan,1,P.G.,History,First,Supremo,Social Science and Liberal Arts
RJ014800,Shri Ds Meena,Rajasthan,0,Graduate,Economics,Ordinary,Supremo,Social Science and Liberal Arts
RJ014800,Shri Ds Meena,Rajasthan,1,P.G.,Geography,First,Supremo,Social Science and Liberal Arts
HP004900,Shri Prem Singh Rana,Himachal Pradesh,0,Graduate,Economics,First,Supremo,Social Science and Liberal Arts
HP004900,Shri Prem Singh Rana,Himachal Pradesh,1,P.G.,Mathematics,First,Supremo,"Engineering, Technology and Mathematics"
HP005100,Ms. Renu Sahni Dhar,Himachal Pradesh,0,B.A. Honours,History,Second,Supremo,Social Science and Liberal Arts
HP005100,Ms. Renu Sahni Dhar,Himachal Pradesh,1,Diploma,Public Admn,First,Supremo,"Governance, Law and Management"
HP005100,Ms. Renu Sahni Dhar,Himachal Pradesh,2,M.Phil.,Public Admn,Outstanding,Supremo,"Governance, Law and Management"
HP005100,Ms. Renu Sahni Dhar,Himachal Pradesh,3,P.G.,History,First,Supremo,Social Science and Liberal Arts
PB010901,Shri Ashok Kumar Dubey,Punjab,0,Certificate,German,First,Supremo,Languages and Fine Arts
PB010901,Shri Ashok Kumar Dubey,Punjab,1,Graduate,Physics,Second,Supremo,Natural Sciences
PB010901,Shri Ashok Kumar Dubey,Punjab,2,P.G.,Physics,First,Supremo,Natural Sciences
MH024101,Ms. Rani Jadhav,Maharashtra,0,Diploma,Dev Adm,Ordinary,Supremo,"Governance, Law and Management"
MH024101,Ms. Rani Jadhav,Maharashtra,1,Graduate,Political Sc.,Second,Supremo,Social Science and Liberal Arts
SK001200,Shri Kt Topden,Sikkim,0,Graduate,Economics,Third,Supremo,Social Science and Liberal Arts
SK001400,Shri Sonam Wangdi,Sikkim,0,Diploma,Physics,Ordinary,Supremo,Natural Sciences
SK001400,Shri Sonam Wangdi,Sikkim,1,P.G.,Economics,Ordinary,Supremo,Social Science and Liberal Arts
SK001400,Shri Sonam Wangdi,Sikkim,2,P.G.,Political Sc.,Ordinary,Supremo,Social Science and Liberal Arts
TN017100,Shri T R Srinivasan,Tamil Nadu,0,Graduate,Physics,First,Supremo,Natural Sciences
TN017100,Shri T R Srinivasan,Tamil Nadu,1,P.G.,Physics,First,Supremo,Natural Sciences
TN017300,Shri M S Srinivasan,Tamil Nadu,0,Graduate,Civil Engg,First,Supremo,"Engineering, Technology and Mathematics"
TN017500,Shri L K Tripathy,Tamil Nadu,0,Graduate,Political Sc.,Second,Supremo,Social Science and Liberal Arts
TN017500,Shri L K Tripathy,Tamil Nadu,1,P.G.,Business Admn.,First,Supremo,"Governance, Law and Management"
TN017500,Shri L K Tripathy,Tamil Nadu,2,P.G.,Political Sc.,First,Supremo,Social Science and Liberal Arts
TN017600,Shri H M Pandey,Tamil Nadu,0,Graduate,Physics,First,Supremo,Natural Sciences
TN017600,Shri H M Pandey,Tamil Nadu,1,P.G.,Physics,First,Supremo,Natural Sciences
TN017700,Shri S P Elangovan,Tamil Nadu,0,Graduate,Chemistry,Third,Supremo,Natural Sciences
TN017700,Shri S P Elangovan,Tamil Nadu,1,P.G.,Economics,Ordinary,Supremo,Social Science and Liberal Arts
TN017700,Shri S P Elangovan,Tamil Nadu,2,P.G.,English Lit,Second,Supremo,Languages and Fine Arts
TN017702,Shri A Nagarajan,Tamil Nadu,0,Graduate,Mathematics,First,Supremo,"Engineering, Technology and Mathematics"
TN017702,Shri A Nagarajan,Tamil Nadu,1,LL.B.,Law,Ordinary,Supremo,"Governance, Law and Management"
TN017702,Shri A Nagarajan,Tamil Nadu,2,M.B.A.,Business Admn.,First,Supremo,"Governance, Law and Management"
TN017702,Shri A Nagarajan,Tamil Nadu,3,PG Diploma,Dev Studies,Ordinary,Supremo,Social Science and Liberal Arts
TN017703,Ms. Jayanthi,Tamil Nadu,0,Graduate,History,Second,Supremo,Social Science and Liberal Arts
TN017703,Ms. Jayanthi,Tamil Nadu,1,P.G.,Political Sc.,First,Supremo,Social Science and Liberal Arts
AM011900,Shri Dn Das,Assam Meghalya,0,Graduate,English,Second,Supremo,Languages and Fine Arts
AM011900,Shri Dn Das,Assam Meghalya,1,P.G.,English,First,Supremo,Languages and Fine Arts
AM012000,Shri Ashok Saikia,Assam Meghalya,0,Graduate,History,Second,Supremo,Social Science and Liberal Arts
AM012000,Shri Ashok Saikia,Assam Meghalya,1,P.G.,History,First,Supremo,Social Science and Liberal Arts
AM012001,Shri Kk Barua,Assam Meghalya,0,N.A.,N.A.,N.A.,Supremo,N.A.
AM012007,Shri Rn Bora,Assam Meghalya,0,Graduate,Economics,Ordinary,Supremo,Social Science and Liberal Arts
AP020100,Shri S K Arora,Andhra Pradesh,0,Graduate,English,First,Supremo,Languages and Fine Arts
AP020100,Shri S K Arora,Andhra Pradesh,1,P.G.,Political Sc.,First,Supremo,Social Science and Liberal Arts
AP020200,Shri A K Sharma,Andhra Pradesh,0,Graduate,English,First,Supremo,Languages and Fine Arts
AP020300,Dr. J Sridhara Sarma,Andhra Pradesh,0,Graduate,Botany,First,Supremo,Natural Sciences
AP020300,Dr. J Sridhara Sarma,Andhra Pradesh,1,P.G.,Geology,First,Supremo,Natural Sciences
AP020300,Dr. J Sridhara Sarma,Andhra Pradesh,2,Ph. D.,Public Enterpr,Ordinary,Supremo,"Governance, Law and Management"
AP020500,Shri Shilabhadra Banerjee,Andhra Pradesh,0,Graduate,History,Third,Supremo,Social Science and Liberal Arts
AP020500,Shri Shilabhadra Banerjee,Andhra Pradesh,1,M.Phil.,Social Sciences,First with Distinction,Supremo,Social Science and Liberal Arts
AP020500,Shri Shilabhadra Banerjee,Andhra Pradesh,2,P.G.,History,Second,Supremo,Social Science and Liberal Arts
AP020600,Shri B Danam,Andhra Pradesh,0,Graduate,Mech.engg.,First,Supremo,"Engineering, Technology and Mathematics"
AP020600,Shri B Danam,Andhra Pradesh,1,LL.B.,Law,First,Supremo,"Governance, Law and Management"
BH021300,Shri A Ghosh,Bihar,0,Graduate,Political Sc.,First,Supremo,Social Science and Liberal Arts
BH021300,Shri A Ghosh,Bihar,1,P.G.,Political Sc.,Second,Supremo,Social Science and Liberal Arts
BH021501,Shri Devdas Chhotray,Bihar,0,Graduate,Political Sc.,First,Supremo,Social Science and Liberal Arts
BH021501,Shri Devdas Chhotray,Bihar,1,P.G.,Political Sc.,First,Supremo,Social Science and Liberal Arts
CG023900,Dr. P Raghavan,Chhattisgarh,0,Graduate,Economics,Second,Supremo,Social Science and Liberal Arts
CG023900,Dr. P Raghavan,Chhattisgarh,1,P.G.,Economics,First,Supremo,Social Science and Liberal Arts
CG023900,Dr. P Raghavan,Chhattisgarh,2,Ph. D.,Economics,Pass,Supremo,Social Science and Liberal Arts
UD031200,Shri Madhukar Gupta,Uttarakhand,0,Graduate,Political Sc.,First,Supremo,Social Science and Liberal Arts
UD031200,Shri Madhukar Gupta,Uttarakhand,1,P.G.,Political Sc.,First,Supremo,Social Science and Liberal Arts
UD031800,Shri Raghunandan Singh Tolia,Uttarakhand,0,Graduate,Physics,Second,Supremo,Natural Sciences
UD031800,Shri Raghunandan Singh Tolia,Uttarakhand,1,P.G.,History,First,Supremo,Social Science and Liberal Arts
UD031800,Shri Raghunandan Singh Tolia,Uttarakhand,2,P.G.,Mathematics,Second,Supremo,"Engineering, Technology and Mathematics"
UP031000,Shri Harish Chandra Gupta,Uttar Pradesh,0,Graduate,Physics,First,Supremo,Natural Sciences
